date,city,pm2_5_mean,pm2_5_max,pm10_mean,pm10_max,nitrogen_dioxide_mean,nitrogen_dioxide_max,ozone_mean,ozone_max,temperature_2m_mean,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,wind_gusts_10m_max
2024-04-12,Delhi,37.108333333333334,48.9,81.97500000000001,107.8,23.391666666666666,38.3,113.125,208.0,30.5,21,0.0,8.0,24.5
2024-04-13,Delhi,56.28333333333333,91.5,138.92083333333332,338.1,24.729166666666668,49.2,112.95833333333333,216.0,30.8,27,1.2,11.7,34.9
2024-04-14,Delhi,63.88333333333333,92.0,148.51666666666668,248.7,15.762500000000001,30.7,110.95833333333333,180.0,27.5,45,0.5,10.0,38.2
2024-04-15,Delhi,49.2125,65.4,117.04583333333333,137.4,26.22083333333333,62.0,86.0,160.0,28.8,48,1.3,8.5,47.2
2024-04-16,Delhi,49.44583333333333,67.1,181.47083333333333,291.5,22.304166666666664,53.5,87.16666666666667,148.0,29.8,36,0.0,15.3,40.3
2024-04-17,Delhi,39.475,55.4,181.20833333333334,253.3,11.854166666666666,21.2,117.625,171.0,29.3,27,0.0,19.4,52.6
2024-04-18,Delhi,32.7875,57.7,125.00416666666666,341.8,15.566666666666668,42.6,95.45833333333333,157.0,30.9,24,0.0,11.2,36.4
2024-04-19,Delhi,44.395833333333336,66.6,150.62083333333334,248.7,24.266666666666666,62.2,68.04166666666667,132.0,31.7,29,0.0,11.8,36.7
2024-04-20,Delhi,40.2875,65.4,174.13750000000002,311.1,23.45,49.5,78.16666666666667,145.0,30.0,28,0.0,14.8,40.7
2024-04-21,Delhi,33.420833333333334,49.4,125.82916666666667,170.9,16.6375,50.6,100.33333333333333,159.0,30.1,27,0.0,12.1,33.8
2024-04-22,Delhi,26.6125,37.5,81.65833333333333,128.1,20.691666666666666,65.1,101.5,164.0,31.1,25,0.0,13.3,46.1
2024-04-23,Delhi,37.125,58.7,105.79166666666667,170.0,32.362500000000004,70.5,96.20833333333333,188.0,30.0,26,0.0,9.8,43.9
2024-04-24,Delhi,39.27916666666667,59.8,139.0625,182.5,34.479166666666664,73.3,95.45833333333333,185.0,29.8,28,0.0,11.8,41.4
2024-04-25,Delhi,34.31666666666667,53.6,95.5,204.4,26.683333333333334,73.8,103.58333333333333,194.0,30.0,24,0.0,11.6,44.3
2024-04-26,Delhi,28.90833333333333,40.0,84.68333333333334,147.6,21.1375,44.8,105.125,205.0,32.2,23,0.0,10.6,57.6
2024-04-27,Delhi,30.645833333333332,43.4,100.02083333333333,153.2,20.48333333333333,38.7,92.70833333333333,179.0,32.0,27,0.0,15.5,42.5
2024-04-28,Delhi,35.229166666666664,64.5,112.28333333333335,170.4,32.11666666666667,97.7,84.58333333333333,159.0,30.6,28,0.0,9.8,35.3
2024-04-29,Delhi,37.762499999999996,52.3,109.53750000000001,217.0,24.90416666666667,67.8,118.66666666666667,231.0,30.8,26,0.0,11.7,42.1
2024-04-30,Delhi,40.387499999999996,63.8,150.75833333333333,225.4,25.03333333333333,72.6,97.33333333333333,172.0,29.7,25,0.0,12.8,36.0
2024-05-01,Delhi,57.125,114.1,298.87083333333334,491.7,16.941666666666666,61.6,107.33333333333333,165.0,26.9,22,0.0,16.5,45.7
2024-05-02,Delhi,44.762499999999996,56.3,186.0375,305.5,15.029166666666667,33.1,130.91666666666666,202.0,27.6,26,0.0,13.3,38.9
2024-05-03,Delhi,44.270833333333336,63.3,157.08333333333334,237.0,23.65416666666667,65.8,114.625,193.0,30.2,22,0.0,13.6,46.1
2024-05-04,Delhi,45.60833333333333,63.3,103.78750000000001,207.2,37.920833333333334,100.8,103.41666666666667,195.0,33.0,19,0.0,11.3,34.6
2024-05-05,Delhi,41.68333333333333,61.5,147.10416666666666,261.7,31.52916666666667,80.3,103.79166666666667,174.0,33.3,20,0.0,12.3,36.7
2024-05-06,Delhi,48.262499999999996,63.8,143.29583333333332,212.3,26.724999999999998,82.9,105.04166666666667,178.0,33.8,22,0.0,13.5,44.6
2024-05-07,Delhi,52.229166666666664,61.0,133.5625,179.7,30.133333333333336,56.7,121.04166666666667,261.0,34.0,25,0.0,9.0,30.2
2024-05-08,Delhi,60.29583333333333,71.0,213.70000000000002,292.4,18.341666666666665,40.2,140.625,238.0,32.7,39,0.0,13.6,38.9
2024-05-09,Delhi,65.77083333333333,73.1,198.64166666666665,257.0,15.204166666666666,46.9,158.83333333333334,270.0,32.5,37,0.0,14.0,45.0
2024-05-10,Delhi,60.9125,75.4,245.29999999999998,356.7,15.783333333333333,44.2,159.25,244.0,32.1,43,1.1,11.3,44.6
2024-05-11,Delhi,64.89166666666667,92.0,190.71666666666667,308.3,20.354166666666668,48.3,145.33333333333334,264.0,31.9,42,0.1,9.1,37.4
2024-05-12,Delhi,64.10416666666667,80.8,200.44583333333333,283.1,22.28333333333333,58.7,126.33333333333333,222.0,32.3,38,0.1,10.3,37.1
2024-05-13,Delhi,51.24583333333334,75.9,130.92083333333332,194.2,32.925000000000004,85.7,118.54166666666667,240.0,33.0,29,0.0,8.9,27.7
2024-05-14,Delhi,32.97083333333333,61.7,95.84583333333335,195.1,27.1125,75.2,113.41666666666667,200.0,32.8,21,0.0,10.5,40.3
2024-05-15,Delhi,46.949999999999996,68.5,129.14583333333334,275.7,39.145833333333336,96.1,111.54166666666667,205.0,34.2,19,0.0,10.1,34.6
2024-05-16,Delhi,57.112500000000004,88.0,118.04583333333333,196.5,44.47083333333333,104.6,133.66666666666666,305.0,34.5,18,0.0,9.0,36.4
2024-05-17,Delhi,66.27083333333333,104.1,190.3791666666667,297.1,55.300000000000004,103.0,113.5,253.0,36.3,18,0.0,10.5,32.0
2024-05-18,Delhi,53.4625,80.3,212.78333333333333,385.6,15.799999999999999,24.6,123.16666666666667,216.0,37.0,19,0.0,12.5,48.6
2024-05-19,Delhi,55.59166666666667,78.5,216.17083333333335,382.8,18.829166666666666,31.6,110.375,221.0,36.7,17,0.0,12.6,48.6
2024-05-20,Delhi,60.4125,84.1,230.73333333333335,408.9,29.625,64.7,112.20833333333333,269.0,36.4,19,0.0,11.7,61.2
2024-05-21,Delhi,63.604166666666664,73.8,159.64583333333334,236.1,27.525000000000002,65.4,137.91666666666666,253.0,35.2,28,0.0,10.0,29.9
2024-05-22,Delhi,54.875,66.1,182.28333333333333,284.1,19.858333333333334,51.8,144.08333333333334,246.0,35.2,36,0.3,14.8,46.1
2024-05-23,Delhi,52.48333333333333,62.6,198.775,289.6,14.279166666666667,30.4,137.04166666666666,206.0,35.7,36,0.0,14.1,41.8
2024-05-24,Delhi,51.7125,67.5,138.35833333333332,196.0,25.066666666666666,82.8,118.375,210.0,35.6,36,0.0,12.6,40.3
2024-05-25,Delhi,56.11666666666667,69.8,163.22916666666666,309.2,22.391666666666666,47.3,134.16666666666666,263.0,37.4,27,0.0,12.5,47.2
2024-05-26,Delhi,45.729166666666664,61.2,139.23333333333332,244.9,24.037499999999998,57.4,126.25,223.0,38.1,17,0.0,12.4,46.1
2024-05-27,Delhi,51.32916666666667,84.3,159.11249999999998,234.2,31.579166666666666,59.6,140.83333333333334,329.0,38.2,18,0.0,11.3,41.4
2024-05-28,Delhi,48.19166666666666,71.0,150.94166666666666,235.2,29.983333333333334,79.9,126.54166666666667,246.0,37.3,14,0.0,9.0,34.2
2024-05-29,Delhi,54.64166666666667,80.1,157.97916666666666,280.3,37.041666666666664,80.9,139.29166666666666,307.0,38.6,18,0.0,10.9,35.3
2024-05-30,Delhi,45.73333333333333,70.8,184.67499999999998,236.6,30.441666666666666,84.6,108.54166666666667,197.0,39.2,16,0.0,15.8,45.4
2024-05-31,Delhi,46.262499999999996,67.5,177.20833333333334,216.1,35.9125,73.4,113.29166666666667,244.0,37.6,12,0.0,12.9,44.3
2024-06-01,Delhi,45.229166666666664,72.9,216.6875,351.1,19.25,36.2,96.625,153.0,37.4,17,0.0,15.6,44.6
2024-06-02,Delhi,42.641666666666666,61.5,143.14166666666668,240.3,28.516666666666666,78.5,107.20833333333333,211.0,36.4,25,0.0,11.1,34.9
2024-06-03,Delhi,48.324999999999996,60.8,179.38333333333333,231.9,32.25416666666667,69.0,104.29166666666667,196.0,36.9,25,0.0,14.3,42.1
2024-06-04,Delhi,51.5875,75.9,208.15416666666667,373.5,27.52916666666667,65.6,106.33333333333333,178.0,36.9,19,0.0,11.8,44.3
2024-06-05,Delhi,62.24583333333334,82.7,325.87083333333334,655.7,34.670833333333334,78.9,83.70833333333333,152.0,36.6,23,0.0,16.1,53.3
2024-06-06,Delhi,64.8875,94.5,273.94166666666666,443.3,23.787499999999998,43.6,94.25,147.0,35.0,28,0.0,12.3,35.6
2024-06-07,Delhi,67.42916666666666,91.7,287.8,367.9,16.375,29.7,100.95833333333333,160.0,35.2,30,0.0,15.0,46.4
2024-06-08,Delhi,73.10000000000001,110.4,309.425,428.4,17.3125,53.6,116.79166666666667,183.0,34.7,27,0.0,15.4,48.2
2024-06-09,Delhi,45.59166666666667,58.6,178.0041666666667,248.7,18.225,43.7,109.875,176.0,35.1,23,0.0,13.4,38.5
2024-06-10,Delhi,37.608333333333334,50.1,155.1,230.5,17.8875,44.2,121.20833333333333,194.0,36.0,18,0.0,13.5,42.1
2024-06-11,Delhi,37.020833333333336,57.4,131.99583333333334,193.2,23.125,54.9,118.91666666666667,212.0,36.3,19,0.0,11.3,38.5
2024-06-12,Delhi,35.38333333333333,49.2,145.57083333333333,223.1,22.52916666666667,44.9,118.29166666666667,198.0,36.9,17,0.0,11.9,35.6
2024-06-13,Delhi,47.925000000000004,61.5,265.83750000000003,435.9,15.450000000000001,31.3,108.66666666666667,155.0,37.6,20,0.0,18.1,51.1
2024-06-14,Delhi,52.44166666666666,59.4,320.23333333333335,476.8,11.879166666666668,25.4,104.20833333333333,141.0,37.5,28,0.0,22.3,57.2
2024-06-15,Delhi,54.01666666666667,66.1,333.70416666666665,556.9,12.691666666666668,23.1,101.41666666666667,143.0,37.7,27,0.0,19.4,52.6
2024-06-16,Delhi,44.84166666666667,56.3,265.39166666666665,449.8,14.375,29.3,103.04166666666667,153.0,38.4,25,0.0,18.0,47.9
2024-06-17,Delhi,45.70416666666667,51.5,276.175,446.1,15.095833333333333,25.9,94.16666666666667,145.0,38.9,25,0.0,19.3,50.8
2024-06-18,Delhi,50.49583333333334,60.5,299.59999999999997,542.0,17.412499999999998,40.3,82.79166666666667,136.0,38.9,25,0.0,20.1,56.5
2024-06-19,Delhi,61.112500000000004,80.1,317.5208333333333,456.3,18.595833333333335,42.4,83.66666666666667,156.0,37.0,35,0.8,18.7,59.0
2024-06-20,Delhi,61.60833333333333,79.6,229.0583333333333,324.1,30.40416666666667,72.2,96.125,207.0,34.0,45,4.9,8.2,50.4
2024-06-21,Delhi,72.20833333333333,98.5,248.50833333333333,386.5,27.516666666666666,77.1,116.79166666666667,252.0,32.5,53,2.1,9.6,47.5
2024-06-22,Delhi,79.34166666666667,104.3,198.61249999999998,225.8,33.17916666666667,90.3,136.20833333333334,289.0,33.7,51,0.0,7.5,29.5
2024-06-23,Delhi,68.1875,97.1,140.20833333333334,167.2,23.974999999999998,63.6,137.45833333333334,228.0,34.5,51,0.3,10.2,32.0
2024-06-24,Delhi,76.45,92.0,141.125,161.6,23.25,50.7,128.41666666666666,228.0,34.1,54,1.7,8.0,36.0
2024-06-25,Delhi,66.58333333333333,77.8,110.96249999999999,137.4,22.95,43.5,134.66666666666666,248.0,32.9,62,4.0,8.0,31.7
2024-06-26,Delhi,74.1375,88.0,114.27916666666665,142.0,26.516666666666666,39.7,105.33333333333333,202.0,31.0,73,23.3,10.9,31.0
2024-06-27,Delhi,34.25,80.3,53.03333333333333,141.6,25.5125,74.6,100.91666666666667,170.0,28.3,84,11.5,13.5,36.0
2024-06-28,Delhi,35.8125,68.0,52.416666666666664,102.0,37.81666666666667,102.2,95.75,215.0,27.8,85,20.9,8.6,28.8
2024-06-29,Delhi,38.69166666666667,65.0,67.63333333333334,100.8,36.199999999999996,88.2,102.33333333333333,229.0,29.3,80,18.9,7.1,27.4
2024-06-30,Delhi,49.975,112.5,91.5125,192.3,29.641666666666666,110.0,123.25,232.0,30.7,74,11.9,6.4,27.0
2024-07-01,Delhi,45.05833333333334,79.9,76.6875,143.0,28.412499999999998,83.5,92.375,164.0,30.1,79,11.5,7.1,27.0
2024-07-02,Delhi,44.175000000000004,56.7,89.08333333333333,131.8,32.074999999999996,66.3,82.91666666666667,142.0,29.3,84,14.1,7.6,25.2
2024-07-03,Delhi,31.72083333333333,45.2,56.94166666666666,81.5,26.77916666666667,37.8,85.0,163.0,29.3,83,2.5,8.4,30.2
2024-07-04,Delhi,30.583333333333332,62.9,44.72083333333333,90.1,33.074999999999996,98.7,91.54166666666667,175.0,28.0,83,7.3,7.8,23.4
2024-07-05,Delhi,27.087500000000002,61.5,38.65833333333333,87.8,26.104166666666668,76.6,99.20833333333333,207.0,27.8,85,0.7,9.6,27.4
2024-07-06,Delhi,19.383333333333333,24.0,27.6875,34.1,21.041666666666668,40.5,87.20833333333333,154.0,28.6,80,1.0,9.0,29.5
2024-07-07,Delhi,22.849999999999998,38.8,34.5625,60.8,21.916666666666668,38.3,89.75,186.0,28.6,76,0.1,6.8,29.9
2024-07-08,Delhi,31.741666666666664,43.7,49.27916666666667,64.0,27.558333333333334,64.9,93.91666666666667,187.0,28.9,76,0.0,7.6,23.8
2024-07-09,Delhi,54.583333333333336,90.3,81.68333333333334,133.2,33.72083333333333,87.5,121.25,256.0,29.5,80,4.9,6.5,29.2
2024-07-10,Delhi,75.125,94.3,112.50416666666666,140.6,36.5,97.9,121.375,259.0,30.4,79,11.3,6.2,25.2
2024-07-11,Delhi,61.50416666666666,94.5,103.00416666666666,158.3,38.454166666666666,87.1,108.75,243.0,31.2,76,3.9,9.2,44.6
2024-07-12,Delhi,62.7125,101.3,196.72083333333333,334.3,35.579166666666666,108.9,87.04166666666667,174.0,30.3,74,0.5,9.2,46.4
2024-07-13,Delhi,66.72916666666667,100.1,166.9,260.8,49.81666666666666,127.4,100.16666666666667,220.0,29.9,77,12.4,5.5,25.9
2024-07-14,Delhi,84.16666666666667,111.8,187.25833333333333,214.7,51.65833333333333,109.3,139.04166666666666,309.0,31.1,72,0.3,4.7,19.1
2024-07-15,Delhi,65.70833333333333,92.0,106.30833333333334,166.2,39.362500000000004,88.2,96.70833333333333,213.0,30.2,76,3.0,11.3,44.6
2024-07-16,Delhi,43.65,72.4,62.291666666666664,104.1,25.212500000000002,71.3,102.54166666666667,200.0,30.7,77,17.0,10.7,31.0
2024-07-17,Delhi,40.53333333333333,51.1,58.02916666666667,73.6,23.079166666666666,57.9,103.04166666666667,212.0,31.2,75,0.2,10.6,28.8
2024-07-18,Delhi,41.875,69.8,61.39166666666667,101.0,25.991666666666664,58.3,112.45833333333333,235.0,31.2,76,2.0,7.6,23.8
2024-07-19,Delhi,45.94166666666667,53.0,70.67916666666666,79.9,31.116666666666664,52.0,92.5,222.0,30.5,77,0.9,7.7,21.2
2024-07-20,Delhi,50.44583333333333,81.0,74.19583333333334,118.0,33.3375,81.8,100.125,233.0,31.0,75,0.2,8.3,23.0
2024-07-21,Delhi,59.612500000000004,72.9,86.125,104.8,32.25416666666667,62.9,101.5,200.0,31.1,78,1.9,9.7,34.9
2024-07-22,Delhi,43.833333333333336,61.2,63.65416666666667,87.8,29.34583333333333,78.0,106.66666666666667,208.0,31.0,78,5.0,8.4,23.0
2024-07-23,Delhi,55.395833333333336,109.0,83.81666666666666,163.4,33.333333333333336,91.3,122.91666666666667,273.0,30.4,80,4.3,5.6,26.3
2024-07-24,Delhi,62.47083333333333,95.7,96.10416666666667,142.0,39.85,108.2,109.25,242.0,29.5,82,6.9,5.2,23.0
2024-07-25,Delhi,57.887499999999996,81.0,89.49583333333334,117.6,31.891666666666666,85.5,119.45833333333333,224.0,30.8,76,0.6,4.7,19.4
2024-07-26,Delhi,54.78333333333333,101.5,79.78333333333333,148.1,42.199999999999996,116.7,104.54166666666667,250.0,29.9,81,10.2,6.7,23.0
2024-07-27,Delhi,48.25,80.3,69.89999999999999,116.6,35.94583333333333,91.3,88.95833333333333,166.0,30.5,81,4.5,5.8,31.7
2024-07-28,Delhi,40.86666666666667,54.0,61.09583333333333,77.3,31.25,59.8,97.54166666666667,198.0,31.4,77,6.0,9.1,42.1
2024-07-29,Delhi,37.3375,56.8,61.5875,92.4,26.087500000000002,66.8,93.66666666666667,184.0,31.8,73,0.3,11.9,32.0
2024-07-30,Delhi,45.61666666666667,72.6,69.69583333333334,108.7,31.245833333333334,92.9,101.41666666666667,206.0,32.8,70,0.1,10.9,28.4
2024-07-31,Delhi,35.362500000000004,74.0,58.300000000000004,125.7,34.46666666666667,63.0,69.20833333333333,138.0,31.0,78,116.0,7.2,41.0
2024-08-01,Delhi,34.7125,60.1,51.97083333333333,88.0,30.558333333333334,79.7,100.25,227.0,28.2,85,34.7,6.5,34.9
2024-08-02,Delhi,31.954166666666666,56.1,46.225,81.0,32.487500000000004,68.9,82.95833333333333,159.0,28.4,83,3.0,11.1,37.1
2024-08-03,Delhi,26.90416666666667,43.2,39.40416666666667,63.6,22.170833333333334,51.5,91.66666666666667,172.0,28.9,82,1.9,13.5,40.3
2024-08-04,Delhi,25.587500000000002,34.8,37.65833333333333,51.2,17.875,34.5,86.16666666666667,157.0,29.7,74,0.1,17.3,51.8
2024-08-05,Delhi,21.575,29.5,30.59583333333333,41.4,14.825000000000001,30.7,82.08333333333333,141.0,29.0,76,1.2,22.0,52.9
2024-08-06,Delhi,25.258333333333336,37.3,39.00416666666667,61.0,26.195833333333336,61.0,71.66666666666667,165.0,29.0,76,0.1,11.3,28.8
2024-08-07,Delhi,29.766666666666666,52.9,44.68333333333334,78.9,32.025,61.2,52.708333333333336,99.0,27.3,86,16.4,7.1,21.6
2024-08-08,Delhi,34.53333333333334,58.7,50.88333333333333,85.4,37.5375,75.3,68.875,153.0,27.6,87,10.8,7.5,24.1
2024-08-09,Delhi,34.93333333333333,51.2,49.61666666666667,72.9,31.96666666666667,64.1,83.5,177.0,27.8,87,30.8,6.0,20.9
2024-08-10,Delhi,44.42083333333333,55.3,63.458333333333336,78.5,31.633333333333336,48.6,105.29166666666667,239.0,27.6,87,16.7,5.6,22.0
2024-08-11,Delhi,37.1875,51.9,52.68333333333334,73.8,29.695833333333336,49.5,73.70833333333333,162.0,27.3,89,11.4,6.3,22.3
2024-08-12,Delhi,28.675,43.3,40.387499999999996,61.2,24.962500000000002,49.2,62.0,126.0,26.7,91,10.9,7.6,25.2
2024-08-13,Delhi,30.78333333333333,69.8,43.574999999999996,99.4,30.758333333333336,91.8,58.958333333333336,123.0,27.3,90,9.1,9.0,29.9
2024-08-14,Delhi,35.641666666666666,78.2,50.90833333333333,111.5,32.59166666666667,87.3,84.625,187.0,28.0,89,7.8,6.8,22.7
2024-08-15,Delhi,36.96666666666667,57.7,53.958333333333336,82.2,31.875,66.4,84.16666666666667,175.0,28.4,87,10.9,9.5,28.1
2024-08-16,Delhi,24.041666666666668,46.0,34.362500000000004,69.4,23.675,53.2,78.125,158.0,27.8,88,15.0,10.9,31.0
2024-08-17,Delhi,31.270833333333332,75.0,45.78333333333333,109.2,28.075,72.4,97.375,222.0,28.5,86,7.7,5.8,20.9
2024-08-18,Delhi,41.34166666666667,77.1,64.4375,112.2,34.545833333333334,72.3,73.83333333333333,160.0,29.1,83,2.3,8.7,29.9
2024-08-19,Delhi,30.433333333333334,48.8,50.9,76.8,28.95,65.9,72.08333333333333,153.0,29.0,82,1.6,7.6,31.7
2024-08-20,Delhi,37.49583333333333,52.9,67.125,81.3,32.82083333333333,64.4,89.08333333333333,202.0,28.2,85,4.3,5.0,30.2
2024-08-21,Delhi,38.612500000000004,59.3,65.74583333333334,93.6,29.166666666666668,70.3,106.16666666666667,250.0,28.4,86,5.4,4.4,20.9
2024-08-22,Delhi,43.520833333333336,60.3,71.325,98.3,28.025000000000002,66.9,119.125,255.0,28.2,86,7.0,4.9,26.3
2024-08-23,Delhi,43.98333333333333,88.5,68.99166666666666,130.4,41.24583333333333,118.7,105.83333333333333,281.0,27.4,86,0.9,5.3,22.0
2024-08-24,Delhi,54.00416666666667,93.4,79.0125,137.8,42.62916666666667,100.8,86.375,183.0,28.3,84,8.8,6.0,32.4
2024-08-25,Delhi,24.479166666666668,46.6,37.233333333333334,72.4,16.833333333333332,42.9,94.20833333333333,164.0,28.8,79,15.2,16.5,45.0
2024-08-26,Delhi,27.97083333333333,36.2,40.608333333333334,52.5,15.299999999999999,26.2,100.33333333333333,182.0,28.2,83,3.8,15.4,42.1
2024-08-27,Delhi,25.079166666666666,28.7,35.975,41.2,15.729166666666666,27.8,87.70833333333333,143.0,27.2,85,11.1,17.3,49.0
2024-08-28,Delhi,19.783333333333335,38.3,28.474999999999998,55.6,17.2,35.9,91.29166666666667,150.0,26.8,87,7.9,10.2,31.3
2024-08-29,Delhi,31.075,58.3,48.975,90.6,27.849999999999998,70.5,76.91666666666667,179.0,26.9,87,19.5,10.4,36.4
2024-08-30,Delhi,46.604166666666664,78.9,75.5,123.9,34.65833333333333,98.3,105.83333333333333,240.0,27.5,88,7.5,5.7,22.3
2024-08-31,Delhi,42.862500000000004,67.1,74.86666666666666,101.3,26.791666666666668,49.4,89.66666666666667,176.0,29.2,79,0.0,8.4,26.6
2024-09-01,Delhi,39.49583333333333,62.9,65.09583333333333,96.6,28.845833333333335,75.7,96.75,196.0,29.6,76,0.1,8.1,22.7
2024-09-02,Delhi,33.87083333333333,45.3,49.425000000000004,66.1,22.416666666666668,53.4,102.54166666666667,201.0,28.0,84,11.7,10.3,27.7
2024-09-03,Delhi,31.704166666666666,41.4,46.074999999999996,60.3,21.900000000000002,44.1,96.0,201.0,27.4,87,17.8,8.6,25.9
2024-09-04,Delhi,33.06666666666667,62.6,47.80416666666667,89.6,33.57083333333333,82.7,70.08333333333333,158.0,27.2,87,0.9,5.9,22.3
2024-09-05,Delhi,48.675000000000004,71.5,69.75,102.2,41.9125,82.5,102.83333333333333,244.0,27.5,84,2.9,3.5,28.1
2024-09-06,Delhi,34.75416666666667,68.0,49.72083333333333,97.3,25.25,54.5,99.25,198.0,26.5,89,14.7,7.1,26.6
2024-09-07,Delhi,29.474999999999998,62.9,42.18333333333333,90.1,26.954166666666666,65.0,88.125,214.0,26.8,88,23.6,5.0,19.8
2024-09-08,Delhi,45.137499999999996,65.2,64.6875,93.4,33.12916666666667,65.2,86.29166666666667,227.0,27.6,87,14.1,5.2,22.0
2024-09-09,Delhi,47.525,79.2,68.05416666666666,113.4,33.55833333333333,76.7,94.83333333333333,233.0,28.4,82,3.4,6.2,21.2
2024-09-10,Delhi,42.79583333333333,78.5,61.145833333333336,112.2,39.704166666666666,79.3,62.375,120.0,27.2,89,11.8,3.6,23.0
2024-09-11,Delhi,43.38333333333333,67.1,62.46666666666667,96.6,35.53333333333333,76.6,75.33333333333333,169.0,27.5,89,26.7,7.3,30.2
2024-09-12,Delhi,23.9875,40.7,34.67916666666667,59.0,23.929166666666664,49.3,55.416666666666664,79.0,25.4,91,100.8,16.9,43.9
2024-09-13,Delhi,37.37916666666667,68.2,55.00833333333333,98.3,30.870833333333334,67.9,76.0,153.0,25.4,89,54.7,13.9,44.6
2024-09-14,Delhi,47.44166666666666,68.0,106.61666666666667,150.4,31.304166666666664,64.3,68.33333333333333,143.0,26.0,84,4.7,10.1,36.4
2024-09-15,Delhi,44.99583333333334,63.6,97.72083333333335,143.0,35.05833333333333,63.3,74.16666666666667,164.0,26.4,79,0.1,11.2,36.7
2024-09-16,Delhi,57.26666666666667,88.5,111.22083333333335,172.8,38.94583333333333,76.9,82.70833333333333,191.0,27.2,73,0.0,12.0,33.5
2024-09-17,Delhi,66.36666666666666,91.7,120.19583333333333,176.0,46.012499999999996,105.2,102.5,239.0,27.6,74,0.0,7.1,23.0
2024-09-18,Delhi,39.541666666666664,58.0,57.887499999999996,85.4,29.566666666666666,47.4,59.25,132.0,24.9,86,62.7,10.7,31.0
2024-09-19,Delhi,43.65833333333333,93.1,63.300000000000004,134.1,32.77916666666667,102.5,85.75,188.0,26.2,85,3.7,11.3,36.7
2024-09-20,Delhi,57.85833333333333,84.5,85.01666666666667,125.7,53.166666666666664,118.5,80.75,186.0,27.2,80,0.0,6.7,25.2
2024-09-21,Delhi,70.03333333333333,136.9,102.09583333333335,197.9,71.7375,171.2,93.66666666666667,243.0,27.9,79,0.2,4.7,20.5
2024-09-22,Delhi,72.53750000000001,119.7,107.40833333333335,173.2,58.791666666666664,137.6,102.08333333333333,212.0,29.0,77,0.0,5.7,17.6
2024-09-23,Delhi,65.9875,100.8,101.47083333333335,154.1,40.375,87.8,112.16666666666667,248.0,28.9,78,0.0,6.7,20.2
2024-09-24,Delhi,95.425,159.3,149.79583333333332,242.1,56.525,152.1,141.66666666666666,342.0,29.3,77,0.0,3.8,11.2
2024-09-25,Delhi,84.16666666666667,137.4,126.34166666666665,210.5,30.337500000000002,69.4,118.66666666666667,228.0,29.0,81,0.4,10.6,27.7
2024-09-26,Delhi,27.954166666666666,37.6,40.112500000000004,54.5,21.066666666666666,46.7,84.91666666666667,159.0,27.9,82,0.4,10.7,25.9
2024-09-27,Delhi,20.445833333333333,26.0,29.25,37.1,20.204166666666666,38.2,69.54166666666667,123.0,27.3,80,0.8,10.5,31.7
2024-09-28,Delhi,24.516666666666666,51.5,35.545833333333334,74.3,30.287499999999998,82.4,65.58333333333333,150.0,26.3,81,0.0,7.9,23.8
2024-09-29,Delhi,35.13333333333333,87.1,50.675000000000004,124.8,36.983333333333334,112.5,71.375,151.0,26.4,83,0.3,6.8,21.2
2024-09-30,Delhi,49.550000000000004,79.6,86.55,140.2,38.6875,82.1,89.79166666666667,185.0,27.7,77,0.0,8.5,29.2
2024-10-01,Delhi,61.9125,93.8,127.95,216.1,33.53333333333333,72.1,92.83333333333333,189.0,28.3,76,0.0,8.6,28.1
2024-10-02,Delhi,73.77499999999999,98.7,160.47916666666666,220.3,45.762499999999996,81.1,89.29166666666667,203.0,28.9,73,0.0,9.3,32.8
2024-10-03,Delhi,72.60833333333333,126.2,145.05833333333334,224.0,57.93333333333334,130.1,88.20833333333333,226.0,28.6,66,0.0,10.5,34.6
2024-10-04,Delhi,68.30416666666666,129.9,126.25416666666666,216.1,68.18333333333334,142.5,67.5,162.0,28.3,68,0.0,8.8,27.0
2024-10-05,Delhi,59.324999999999996,126.7,122.16666666666667,217.0,70.06666666666666,136.9,55.041666666666664,150.0,28.4,66,0.0,10.0,33.5
2024-10-06,Delhi,42.262499999999996,67.3,105.39583333333333,148.1,42.275,84.2,80.875,200.0,27.8,65,0.0,9.0,28.1
2024-10-07,Delhi,44.225,65.2,91.00833333333333,137.8,33.28333333333333,70.5,86.16666666666667,193.0,26.7,71,0.0,6.8,21.2
2024-10-08,Delhi,46.57916666666667,65.4,107.15416666666665,146.7,41.43333333333333,61.1,82.375,193.0,27.0,70,0.0,7.1,20.9
2024-10-09,Delhi,36.858333333333334,46.7,82.89166666666667,113.9,26.45,49.6,94.58333333333333,196.0,26.5,65,0.0,7.3,26.6
2024-10-10,Delhi,37.775,54.0,101.50833333333333,159.3,28.15833333333333,58.0,79.45833333333333,170.0,26.1,60,0.0,9.6,26.6
2024-10-11,Delhi,39.7125,53.6,103.88333333333333,174.2,34.420833333333334,66.3,75.0,177.0,25.0,56,0.0,9.2,27.7
2024-10-12,Delhi,45.93333333333334,84.5,103.17083333333333,169.5,40.88333333333333,87.5,83.33333333333333,194.0,25.3,61,0.0,8.0,22.7
2024-10-13,Delhi,61.97083333333333,91.7,119.05,188.1,62.51666666666667,93.0,92.20833333333333,247.0,26.0,57,0.0,6.4,18.0
